roi,cycle_index,cell_id,t_start,t_end,x1,x2,t_x1,t_x2,move_s,speed_px_per_s,speed_um_per_s
left,0,1,5.627878782498612,6.602382387262019,229.83008928571428,223.48834263392857,5.751592356687898,5.8152866242038215,0.06369426751592311,99.5654224330364,150.29589584623312
left,1,1,13.627878782498613,14.602382387262018,229.83008928571428,223.48834263392857,13.987261146496817,14.159235668789808,0.1719745222929916,36.87608238260624,55.665146609716224
left,0,2,5.627878782498612,6.602382387262019,229.83008928571428,223.48834263392857,5.7834394904458595,5.821656050955414,0.038216560509554576,165.94237072172425,250.4931597437172
left,1,2,13.627878782498613,14.602382387262018,229.83008928571428,223.48834263392857,13.834394904458598,13.872611464968152,0.03821656050955369,165.9423707217281,250.49315974372303
left,2,2,21.627878782498613,22.60238238726202,229.83008928571428,223.48834263392857,21.910828025477706,21.94267515923567,0.031847133757963775,199.1308448660589,300.59179169244527
left,3,2,29.627878782498613,30.60238238726202,229.83008928571428,223.48834263392857,29.94267515923567,29.97452229299363,0.03184713375796022,199.13084486608113,300.5917916924788
left,0,3,5.627878782498612,6.602382387262019,229.83008928571428,223.48834263392857,5.859872611464968,5.936305732484076,0.07643312101910826,82.97118536086309,125.24657987186006
left,0,5,5.627878782498612,6.602382387262019,229.83008928571428,223.48834263392857,5.904458598726115,6.114649681528663,0.21019108280254795,30.17134013122291,45.544210862494516
left,0,6,5.627878782498612,6.602382387262019,229.83008928571428,223.48834263392857,5.75796178343949,5.8152866242038215,0.05732484076433142,110.62824714781702,166.99543982914608
left,1,6,13.627878782498613,14.602382387262018,229.83008928571428,223.48834263392857,13.86624203821656,13.904458598726114,0.03821656050955369,165.9423707217281,250.49315974372303
left,5,6,45.62787878249861,46.60238238726202,229.83008928571428,223.48834263392857,46.05732484076433,46.09554140127389,0.03821656050956079,165.94237072169724,250.49315974367644
left,0,7,5.627878782498612,6.602382387262019,229.83008928571428,223.48834263392857,5.961783439490445,6.140127388535032,0.17834394904458684,35.559079440369715,53.67710565936832
left,1,7,13.627878782498613,14.602382387262018,229.83008928571428,223.48834263392857,14.063694267515924,14.229299363057326,0.16560509554140168,38.29439324347517,57.80611378701218
left,2,7,21.627878782498613,22.60238238726202,229.83008928571428,223.48834263392857,22.076433121019107,22.24203821656051,0.16560509554140168,38.29439324347517,57.80611378701218
left,3,7,29.627878782498613,30.60238238726202,229.83008928571428,223.48834263392857,30.0828025477707,30.26751592356688,0.18471337579617852,34.33290428725365,51.82617098145927
left,4,7,37.62787878249861,38.60238238726202,229.83008928571428,223.48834263392857,38.1656050955414,38.318471337579616,0.15286624203821475,41.48559268043203,62.62328993593076
left,5,7,45.62787878249861,46.60238238726202,229.83008928571428,223.48834263392857,46.203821656050955,46.36305732484077,0.15923566878981177,39.82616897321356,60.11835833849174
