roi,cycle_index,cell_id,t_start,t_end,move_s,x_start,x_end,speed_px_per_s,speed_um_per_s
left,6,13,54.53465267750557,54.62144581816857,0.08679314066299781,232.0,232.0,0.0,0.0
left,7,13,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,14,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,14,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,14,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,14,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,14,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,14,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,14,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,14,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,15,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,15,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,15,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,15,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,15,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,15,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,15,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,15,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,17,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,17,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,17,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,17,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,17,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,17,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,17,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,17,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,18,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,18,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,18,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,18,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,18,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,18,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,18,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,18,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,19,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,19,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,19,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,19,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,19,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,19,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,19,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,19,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,21,6.5346526775055676,6.621445818168571,0.08679314066300314,231.05952963162588,234.0,33.87906401257283,51.367493238054635
left,1,21,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,21,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,21,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,21,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,21,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,21,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,21,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,22,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,22,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,22,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,22,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,22,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,22,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,22,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,22,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,23,6.5346526775055676,6.621445818168571,0.08679314066300314,234.0,220.0,161.30306949438122,244.56798241105986
left,1,23,14.534652677505568,14.62144581816857,0.08679314066300314,234.0,232.0,23.04329564205446,34.93828320157998
left,2,23,22.53465267750557,22.62144581816857,0.08679314066300137,235.0,234.43300654753432,6.532698876138054,9.904888907843972
left,3,23,30.53465267750557,30.62144581816857,0.08679314066300137,236.0,235.0,11.521647821027466,17.469141600790348
left,4,23,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,23,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,23,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,23,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,24,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,24,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,24,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,24,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,24,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,24,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,24,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,24,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,25,6.5346526775055676,6.621445818168571,0.08679314066300314,232.11905926325176,230.43300654753443,19.426105598181547,29.45389363726244
left,1,25,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,25,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,25,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,25,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,25,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,25,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,25,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,26,6.5346526775055676,6.621445818168571,0.08679314066300314,230.0,220.43300654753443,110.22752926538168,167.1271633149517
left,1,26,14.534652677505568,14.62144581816857,0.08679314066300314,212.0,215.0,34.56494346308169,52.407424802369974
left,2,26,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,26,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,26,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,26,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,26,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,26,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,27,6.5346526775055676,6.621445818168571,0.08679314066300314,231.0,,,
left,1,27,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,27,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,27,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,27,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,27,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,27,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,27,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,28,6.5346526775055676,6.621445818168571,0.08679314066300314,215.0,219.0,46.08659128410892,69.87656640315996
left,1,28,14.534652677505568,14.62144581816857,0.08679314066300314,233.0,230.0,34.56494346308169,52.407424802369974
left,2,28,22.53465267750557,22.62144581816857,0.08679314066300137,233.0,,,
left,3,28,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,28,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,28,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,28,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,28,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,29,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,29,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,29,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,29,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,29,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,29,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,29,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,29,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,30,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,30,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,30,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,30,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,30,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,30,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,30,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,30,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,31,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,31,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,31,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,31,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,31,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,31,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,31,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,31,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,32,6.5346526775055676,6.621445818168571,0.08679314066300314,,229.0,,
left,1,32,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,32,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,32,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,32,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,32,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,32,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,32,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,33,6.5346526775055676,6.621445818168571,0.08679314066300314,,221.0,,
left,1,33,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,33,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,33,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,33,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,33,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,33,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,33,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,34,6.5346526775055676,6.621445818168571,0.08679314066300314,,220.43300654753443,,
left,1,34,14.534652677505568,14.62144581816857,0.08679314066300314,234.0,233.0,11.52164782102723,17.46914160078999
left,2,34,22.53465267750557,22.62144581816857,0.08679314066300137,232.0,230.43300654753432,18.054346697165517,27.374030508634316
left,3,34,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,34,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,34,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,34,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,34,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,35,6.5346526775055676,6.621445818168571,0.08679314066300314,,231.0,,
left,1,35,14.534652677505568,14.62144581816857,0.08679314066300314,235.0,235.0,0.0,0.0
left,2,35,22.53465267750557,22.62144581816857,0.08679314066300137,235.0,232.14174836311636,32.93176874404854,49.93120257541104
left,3,35,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,35,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,35,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,35,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,35,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,36,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,36,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,36,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,36,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,36,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,36,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,36,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,36,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,37,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,37,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,37,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,37,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,37,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,37,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,37,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,37,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,38,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,38,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,38,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,38,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,38,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,38,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,38,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,38,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,39,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,39,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,39,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,39,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,39,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,39,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,39,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,39,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,40,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,40,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,40,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,40,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,40,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,40,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,40,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,40,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,41,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,41,14.534652677505568,14.62144581816857,0.08679314066300314,232.0,232.0,0.0,0.0
left,2,41,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,41,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,41,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,41,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,41,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,41,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,42,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,42,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,42,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,42,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,42,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,42,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,42,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,42,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,43,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,43,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,43,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,43,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,43,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,43,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,43,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,43,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,45,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,45,14.534652677505568,14.62144581816857,0.08679314066300314,234.0,233.0,11.52164782102723,17.46914160078999
left,2,45,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,45,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,45,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,45,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,45,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,45,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,46,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,46,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,46,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,46,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,46,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,46,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,46,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,46,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,47,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,47,14.534652677505568,14.62144581816857,0.08679314066300314,233.0,230.0,34.56494346308169,52.407424802369974
left,2,47,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,47,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,47,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,47,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,47,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,47,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,48,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,48,14.534652677505568,14.62144581816857,0.08679314066300314,231.0,,,
left,2,48,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
left,3,48,30.53465267750557,30.62144581816857,0.08679314066300137,,,,
left,4,48,38.53465267750557,38.62144581816857,0.08679314066299781,,,,
left,5,48,46.53465267750557,46.62144581816857,0.08679314066299781,,,,
left,6,48,54.53465267750557,54.62144581816857,0.08679314066299781,,,,
left,7,48,62.53465267750557,62.62144581816857,0.08679314066299781,,,,
left,0,49,6.5346526775055676,6.621445818168571,0.08679314066300314,,,,
left,1,49,14.534652677505568,14.62144581816857,0.08679314066300314,,,,
left,2,49,22.53465267750557,22.62144581816857,0.08679314066300137,,,,
